25, 97
26, 111
29, 125
31, 139
35, 152
43, 164
54, 174
66, 181
81, 182
95, 181
107, 173
117, 163
125, 152
130, 139
132, 124
134, 110
134, 95
33, 84
40, 78
49, 75
59, 76
68, 80
91, 80
100, 75
110, 74
119, 77
126, 82
80, 92
80, 102
80, 113
81, 123
70, 129
75, 131
81, 132
86, 130
91, 128
44, 95
51, 91
58, 91
65, 96
58, 97
50, 97
95, 96
102, 90
109, 90
115, 94
110, 96
102, 96
58, 146
66, 142
75, 140
81, 142
88, 140
96, 141
103, 145
96, 152
88, 156
81, 157
74, 156
66, 153
62, 146
74, 147
81, 147
88, 146
99, 145
88, 146
81, 147
74, 146
