16, 94
17, 109
20, 123
22, 137
27, 150
36, 161
47, 170
59, 178
72, 180
85, 177
97, 169
107, 159
115, 148
120, 135
122, 121
124, 107
124, 93
24, 84
31, 78
40, 76
50, 78
59, 82
81, 82
90, 78
99, 77
109, 78
116, 84
70, 94
70, 103
71, 113
71, 122
60, 129
65, 130
71, 131
77, 130
83, 128
34, 96
41, 92
48, 92
55, 98
48, 99
40, 99
86, 97
92, 92
100, 92
106, 95
100, 98
93, 98
49, 146
57, 142
66, 139
72, 141
78, 139
86, 141
95, 145
87, 154
79, 159
72, 160
66, 159
57, 155
53, 147
66, 147
72, 147
78, 147
91, 146
78, 148
72, 149
66, 148
