24, 92
25, 105
28, 118
31, 130
35, 142
43, 152
53, 161
64, 168
76, 170
88, 168
100, 162
109, 153
117, 143
122, 131
124, 117
126, 104
128, 90
33, 83
39, 78
48, 76
56, 77
64, 81
85, 80
93, 76
102, 75
111, 76
118, 81
75, 90
75, 99
75, 108
75, 117
66, 122
71, 124
76, 125
80, 124
85, 122
43, 92
49, 88
56, 88
62, 93
55, 94
49, 94
89, 92
94, 88
101, 87
107, 91
102, 93
95, 94
56, 137
63, 135
71, 134
76, 135
80, 134
88, 135
96, 137
88, 143
81, 145
76, 146
70, 145
63, 143
59, 138
71, 138
76, 139
81, 138
93, 137
81, 139
76, 140
71, 139
