27, 86
28, 98
29, 110
32, 122
37, 133
46, 142
56, 150
66, 156
78, 158
89, 156
99, 149
108, 141
116, 131
120, 120
122, 108
123, 95
123, 83
35, 73
41, 68
50, 66
58, 68
65, 72
82, 71
90, 67
98, 65
106, 65
113, 70
74, 82
75, 91
75, 100
76, 109
67, 115
71, 116
76, 117
80, 116
84, 114
44, 84
50, 81
56, 81
61, 86
56, 87
49, 87
88, 85
93, 80
99, 79
105, 82
100, 85
94, 86
58, 129
66, 126
72, 125
76, 126
81, 125
88, 126
95, 128
88, 135
82, 138
77, 139
72, 138
66, 136
61, 129
72, 130
77, 130
81, 129
92, 129
81, 130
77, 131
72, 131
