29, 107
30, 123
32, 138
35, 152
41, 166
49, 177
61, 188
74, 196
88, 198
102, 195
114, 187
125, 177
133, 165
138, 151
140, 136
141, 121
142, 106
41, 100
48, 93
59, 92
69, 94
78, 98
97, 98
106, 94
115, 92
125, 94
132, 100
87, 108
88, 118
88, 129
89, 140
77, 144
82, 146
88, 148
94, 146
100, 144
53, 108
59, 105
66, 105
72, 110
65, 111
58, 111
101, 110
108, 105
114, 105
120, 108
115, 110
108, 111
64, 160
73, 157
82, 156
88, 158
95, 156
103, 157
111, 159
103, 167
95, 171
88, 172
81, 171
73, 168
68, 160
82, 160
88, 161
95, 160
108, 160
95, 164
88, 165
82, 164
