21, 83
21, 97
23, 110
25, 124
29, 137
37, 148
46, 158
59, 166
73, 168
87, 166
99, 158
110, 148
118, 137
122, 124
124, 111
126, 97
127, 83
30, 73
37, 66
46, 65
55, 66
64, 70
81, 69
91, 65
100, 64
109, 66
116, 72
73, 82
73, 91
73, 100
73, 110
62, 116
67, 117
73, 119
78, 117
83, 116
41, 83
47, 81
53, 82
58, 85
53, 85
47, 85
88, 84
93, 81
99, 81
104, 83
99, 85
93, 85
53, 133
60, 130
68, 128
73, 129
78, 128
86, 130
94, 133
86, 140
79, 143
73, 144
67, 143
60, 140
56, 134
67, 134
73, 135
78, 134
90, 134
79, 135
73, 136
67, 135
