14, 92
15, 105
17, 118
19, 131
23, 144
30, 155
41, 165
53, 172
68, 175
82, 172
94, 165
104, 156
112, 145
116, 132
118, 119
120, 106
121, 93
24, 82
30, 74
40, 72
50, 72
59, 76
76, 76
86, 72
96, 71
105, 75
111, 82
67, 86
67, 96
68, 105
68, 114
58, 121
63, 123
68, 124
72, 123
77, 122
35, 89
41, 86
48, 86
53, 90
47, 91
41, 91
81, 90
88, 86
94, 86
100, 89
95, 91
88, 91
49, 140
56, 136
63, 134
68, 135
73, 134
80, 136
86, 140
80, 145
73, 147
68, 148
63, 147
56, 145
52, 140
63, 140
67, 140
73, 139
84, 140
73, 140
68, 141
63, 140
