15, 97
16, 111
18, 125
20, 139
25, 153
33, 164
43, 175
55, 183
69, 185
83, 182
94, 173
103, 163
111, 151
115, 138
118, 125
120, 111
121, 97
25, 91
32, 85
41, 83
51, 84
60, 87
78, 87
87, 84
96, 82
105, 84
111, 90
69, 96
69, 105
69, 114
69, 124
59, 129
64, 131
69, 133
75, 131
80, 129
37, 98
42, 94
49, 94
55, 98
49, 99
42, 100
82, 98
88, 93
95, 93
100, 97
95, 99
88, 99
47, 146
55, 143
63, 142
69, 143
75, 142
82, 143
89, 146
82, 152
75, 155
69, 156
62, 155
55, 152
51, 147
63, 147
69, 148
75, 147
86, 147
75, 148
69, 149
63, 148
