11, 77
11, 94
12, 111
16, 127
22, 143
32, 156
44, 167
56, 176
73, 179
89, 176
102, 167
113, 156
123, 144
130, 128
133, 112
135, 95
135, 78
16, 68
23, 58
36, 55
49, 56
61, 61
86, 61
99, 56
111, 55
124, 59
130, 69
74, 75
74, 87
74, 98
74, 110
59, 117
67, 118
74, 120
82, 119
89, 117
32, 77
39, 73
48, 72
55, 78
47, 79
39, 79
91, 78
99, 73
108, 73
115, 77
108, 79
99, 79
44, 136
55, 134
66, 132
74, 133
82, 132
92, 134
102, 137
92, 147
82, 151
73, 152
65, 151
54, 146
49, 137
66, 137
74, 138
82, 138
98, 138
82, 143
73, 144
65, 143
