23, 101
24, 115
27, 128
30, 141
35, 153
43, 164
52, 174
63, 181
77, 184
90, 181
102, 173
112, 163
120, 152
125, 140
128, 126
129, 112
130, 98
30, 92
38, 87
47, 86
56, 88
65, 91
83, 90
92, 86
101, 84
111, 85
119, 89
74, 100
74, 110
74, 120
74, 131
64, 135
69, 136
74, 138
80, 136
85, 134
41, 102
47, 98
55, 98
61, 104
54, 105
47, 105
89, 103
95, 98
102, 97
109, 100
103, 104
96, 104
54, 147
61, 145
69, 144
75, 145
81, 144
90, 144
99, 146
90, 156
82, 161
75, 162
69, 161
61, 157
57, 148
69, 148
75, 148
81, 147
95, 147
81, 153
75, 154
69, 154
