21, 91
22, 104
24, 116
26, 128
30, 140
37, 150
47, 159
58, 166
71, 168
83, 166
94, 158
103, 149
110, 139
114, 127
115, 115
116, 102
117, 90
30, 82
36, 77
45, 75
53, 76
62, 79
78, 79
86, 76
95, 74
103, 76
109, 81
70, 88
70, 96
71, 104
71, 113
62, 119
66, 121
71, 122
75, 121
80, 119
40, 89
46, 86
52, 86
58, 90
52, 91
45, 91
82, 90
88, 85
94, 85
99, 88
94, 91
88, 91
52, 136
59, 133
65, 131
71, 133
76, 131
82, 132
89, 135
83, 140
76, 143
71, 144
66, 144
59, 141
55, 136
65, 136
71, 137
76, 136
86, 135
76, 136
71, 137
66, 136
