11, 97
12, 112
14, 127
17, 143
22, 156
31, 169
42, 180
55, 188
70, 191
84, 188
97, 179
108, 169
115, 156
120, 142
123, 127
125, 112
125, 97
22, 85
30, 80
39, 78
48, 80
57, 83
79, 83
88, 79
98, 78
107, 80
115, 85
68, 95
68, 106
68, 116
68, 127
59, 134
63, 136
69, 138
74, 136
79, 134
33, 97
40, 92
48, 92
54, 98
47, 100
39, 100
84, 98
90, 93
98, 92
104, 97
98, 100
90, 100
48, 152
56, 150
64, 148
69, 149
74, 148
82, 150
90, 152
82, 159
75, 163
69, 163
63, 163
56, 159
52, 153
64, 154
69, 154
74, 154
87, 153
74, 154
69, 155
64, 154
