1, 118
3, 143
7, 168
13, 192
21, 215
34, 234
53, 249
75, 260
100, 264
125, 260
147, 249
166, 235
180, 215
188, 192
194, 168
198, 144
200, 119
20, 89
32, 78
50, 74
67, 78
83, 85
116, 85
131, 78
149, 74
166, 78
179, 89
99, 108
99, 124
99, 139
98, 156
81, 171
90, 173
99, 175
109, 173
118, 171
40, 111
50, 104
63, 104
74, 114
62, 116
49, 116
125, 114
135, 104
148, 104
159, 111
149, 116
136, 116
66, 206
78, 197
91, 191
100, 193
108, 191
121, 196
133, 206
121, 213
109, 218
100, 219
90, 218
78, 214
72, 206
91, 203
100, 204
108, 203
128, 205
108, 203
100, 204
90, 203
