27, 94
28, 109
30, 123
33, 137
38, 151
45, 163
56, 173
68, 180
83, 182
98, 180
110, 172
120, 162
127, 150
131, 137
134, 123
135, 109
136, 94
37, 80
44, 75
54, 74
64, 76
72, 80
93, 80
101, 76
111, 74
120, 75
128, 80
82, 92
83, 101
83, 111
83, 121
72, 128
77, 130
83, 131
88, 130
94, 128
47, 94
53, 90
61, 90
67, 95
60, 97
53, 97
98, 95
104, 91
111, 90
118, 94
112, 97
104, 97
61, 147
69, 143
77, 140
83, 142
89, 140
96, 142
104, 146
97, 154
89, 158
83, 158
77, 158
69, 154
65, 148
77, 147
83, 147
89, 147
100, 147
89, 148
83, 148
77, 148
