14, 91
15, 106
17, 120
19, 133
23, 147
31, 159
41, 169
54, 177
70, 179
85, 177
98, 168
108, 158
116, 146
120, 133
122, 119
122, 105
122, 91
23, 80
29, 73
39, 70
49, 71
58, 75
78, 75
87, 71
97, 69
106, 72
113, 79
69, 87
69, 96
69, 104
69, 114
58, 122
63, 123
69, 124
75, 123
81, 121
34, 91
39, 87
47, 87
54, 91
47, 93
39, 94
83, 91
90, 87
97, 87
103, 90
97, 93
90, 93
48, 142
55, 138
64, 135
70, 136
76, 135
83, 137
91, 142
84, 149
76, 153
70, 154
63, 153
55, 150
51, 143
64, 142
70, 142
76, 142
87, 142
76, 143
70, 143
64, 143
