15, 96
16, 110
18, 123
20, 136
24, 148
31, 159
40, 168
52, 175
66, 177
79, 175
91, 168
100, 159
108, 147
111, 135
113, 121
115, 108
115, 94
23, 90
29, 83
39, 81
48, 82
58, 85
71, 84
80, 81
90, 79
100, 81
106, 87
64, 94
64, 104
64, 114
64, 124
55, 128
60, 130
65, 132
70, 130
74, 128
34, 97
39, 94
46, 93
52, 97
46, 99
39, 99
78, 96
83, 92
90, 92
95, 95
90, 98
84, 98
47, 145
53, 142
59, 141
65, 143
70, 141
77, 142
84, 144
77, 149
71, 152
65, 153
59, 153
53, 150
50, 146
59, 146
65, 146
71, 145
81, 145
70, 145
65, 146
59, 146
