19, 91
20, 105
23, 119
26, 132
31, 145
38, 156
48, 165
60, 173
73, 175
87, 172
99, 165
109, 155
116, 143
121, 131
123, 117
125, 103
125, 89
26, 78
33, 73
43, 72
52, 73
61, 76
80, 76
89, 72
98, 70
108, 72
116, 77
70, 87
70, 97
70, 107
70, 118
61, 122
65, 124
70, 126
76, 124
81, 122
36, 90
43, 86
50, 86
57, 91
50, 93
42, 92
85, 91
92, 86
99, 85
106, 89
100, 92
92, 92
49, 138
57, 134
65, 133
71, 135
77, 133
86, 134
94, 137
86, 145
78, 149
71, 150
65, 149
57, 145
53, 138
65, 139
71, 139
77, 138
90, 138
77, 140
71, 141
65, 140
