22, 90
23, 102
25, 113
26, 125
30, 136
36, 146
45, 154
55, 161
68, 162
80, 160
92, 153
101, 145
108, 135
112, 124
114, 113
115, 101
115, 89
30, 79
36, 74
44, 72
52, 73
60, 76
74, 75
81, 72
90, 71
98, 73
104, 78
67, 86
67, 94
67, 102
67, 110
58, 117
63, 117
67, 118
72, 117
76, 116
40, 88
45, 86
50, 86
55, 89
50, 90
44, 90
80, 89
84, 86
89, 86
94, 88
90, 89
84, 89
52, 132
57, 128
63, 126
67, 127
72, 126
78, 128
84, 131
78, 136
72, 138
67, 139
62, 138
57, 136
54, 132
63, 131
67, 132
72, 131
82, 132
72, 131
67, 132
63, 131
