38, 117
38, 132
40, 146
43, 161
49, 174
57, 186
68, 196
81, 204
95, 207
109, 204
122, 196
133, 186
142, 174
147, 160
150, 146
152, 131
153, 116
47, 108
54, 102
64, 100
74, 101
83, 105
105, 103
114, 99
124, 98
134, 100
141, 106
95, 115
95, 126
95, 136
95, 146
84, 152
90, 153
95, 155
100, 153
106, 151
60, 117
66, 113
74, 113
80, 119
73, 120
66, 120
109, 118
116, 113
123, 112
129, 116
123, 119
116, 119
72, 167
80, 164
89, 163
95, 165
102, 163
111, 164
120, 167
111, 176
103, 180
95, 181
89, 180
80, 176
75, 168
89, 168
95, 168
102, 168
117, 168
102, 173
95, 174
89, 173
