1, 124
2, 148
5, 173
10, 197
18, 221
31, 243
51, 259
75, 269
102, 271
129, 268
153, 259
174, 244
187, 222
195, 199
199, 174
200, 149
201, 124
21, 87
31, 76
47, 70
64, 72
79, 78
123, 76
138, 69
155, 68
171, 75
181, 87
101, 101
101, 118
101, 134
101, 151
82, 166
92, 171
102, 173
111, 171
121, 167
40, 108
50, 99
63, 99
75, 108
63, 110
50, 111
127, 108
140, 99
152, 99
162, 108
152, 111
139, 111
64, 209
80, 201
94, 197
102, 199
111, 197
125, 201
140, 208
125, 212
112, 213
102, 214
93, 214
79, 213
70, 208
94, 206
102, 206
111, 205
134, 207
111, 205
102, 206
94, 205
