22, 85
23, 98
24, 110
26, 121
31, 133
38, 143
47, 151
58, 157
71, 159
83, 157
94, 150
102, 141
109, 131
112, 119
114, 107
115, 95
115, 82
28, 78
34, 71
43, 69
52, 70
61, 73
76, 73
85, 70
93, 68
102, 69
108, 75
68, 82
69, 90
69, 97
69, 105
58, 110
64, 112
69, 113
75, 111
81, 110
38, 85
43, 82
50, 82
56, 86
50, 87
43, 87
81, 85
87, 81
93, 80
99, 83
94, 86
87, 86
50, 128
57, 123
64, 121
70, 122
76, 121
83, 122
90, 126
84, 134
76, 138
70, 139
64, 139
57, 136
53, 128
64, 127
70, 127
76, 126
87, 127
76, 129
70, 130
64, 130
