21, 98
22, 112
25, 126
28, 139
34, 152
42, 163
53, 172
66, 180
81, 181
94, 178
106, 170
116, 161
123, 149
127, 136
129, 122
131, 108
131, 94
30, 85
38, 80
48, 78
57, 81
66, 84
86, 84
95, 79
105, 77
115, 78
123, 83
77, 94
77, 105
78, 115
78, 125
68, 131
73, 133
79, 134
84, 132
88, 130
42, 97
48, 93
56, 93
62, 98
55, 100
48, 100
91, 97
98, 91
105, 91
112, 95
106, 98
99, 98
58, 149
66, 146
74, 144
79, 145
84, 143
92, 145
99, 147
92, 154
85, 157
80, 158
74, 158
67, 155
62, 150
74, 149
79, 150
84, 149
95, 148
85, 149
79, 150
74, 149
