10, 129
11, 154
14, 177
18, 200
25, 222
38, 241
57, 256
77, 267
101, 271
125, 267
147, 256
166, 241
179, 222
187, 200
191, 177
195, 153
195, 129
26, 103
36, 91
52, 86
68, 86
84, 93
118, 94
134, 88
150, 86
167, 91
178, 103
101, 115
101, 130
101, 145
101, 161
84, 175
93, 178
101, 180
110, 178
118, 176
43, 121
53, 113
66, 113
78, 122
66, 125
53, 126
125, 123
137, 114
150, 114
160, 122
150, 126
137, 126
66, 211
79, 203
92, 198
100, 201
108, 199
122, 203
135, 212
121, 219
108, 223
100, 223
91, 222
78, 218
72, 211
92, 209
100, 210
108, 209
129, 211
108, 209
100, 210
92, 209
