22, 100
23, 113
25, 127
27, 141
32, 154
40, 165
50, 175
62, 183
75, 185
87, 183
99, 176
109, 166
116, 154
121, 141
124, 127
126, 113
126, 99
32, 88
39, 83
48, 83
57, 85
65, 89
83, 88
92, 84
101, 82
110, 83
118, 87
74, 99
74, 109
74, 119
74, 129
65, 134
70, 136
75, 138
79, 136
84, 135
41, 100
48, 96
55, 96
61, 102
54, 104
47, 103
88, 102
94, 96
102, 96
107, 99
102, 103
95, 103
55, 150
63, 147
70, 146
75, 147
80, 146
87, 148
95, 150
87, 157
80, 160
75, 161
69, 160
62, 157
59, 151
70, 151
75, 152
80, 151
92, 151
80, 152
75, 152
70, 152
