13, 96
14, 110
16, 123
18, 136
22, 149
30, 160
41, 169
53, 177
67, 179
81, 176
92, 168
101, 159
108, 147
112, 134
113, 121
115, 108
116, 94
21, 90
28, 84
38, 82
48, 83
58, 87
75, 86
84, 82
93, 81
102, 83
108, 89
66, 95
66, 104
67, 113
67, 122
57, 128
62, 130
67, 132
72, 130
76, 128
33, 96
39, 93
46, 93
52, 98
46, 99
39, 99
80, 97
86, 93
92, 92
98, 96
93, 98
86, 98
48, 145
55, 143
62, 141
67, 142
72, 141
79, 142
86, 145
79, 150
73, 153
67, 154
62, 153
55, 151
51, 146
62, 146
67, 146
72, 145
82, 145
73, 146
67, 147
62, 146
