24, 90
25, 102
27, 114
29, 126
33, 137
41, 147
50, 155
62, 161
75, 162
88, 159
99, 152
107, 143
113, 133
115, 121
116, 109
116, 98
116, 86
32, 82
38, 76
46, 73
55, 74
64, 76
79, 76
87, 73
95, 71
103, 73
108, 79
72, 84
73, 92
73, 101
74, 110
64, 115
69, 117
74, 118
78, 116
83, 114
42, 88
47, 85
54, 85
59, 88
53, 89
47, 90
83, 87
88, 83
94, 83
100, 86
95, 88
89, 88
54, 130
61, 127
68, 125
73, 126
78, 125
85, 126
92, 128
85, 134
79, 137
74, 138
68, 137
61, 135
57, 130
68, 130
73, 130
79, 130
89, 129
79, 130
73, 131
68, 130
