17, 99
18, 113
19, 126
21, 139
25, 152
33, 163
43, 172
55, 179
69, 180
84, 178
96, 171
106, 162
113, 151
117, 139
119, 125
120, 112
121, 98
25, 91
32, 84
41, 82
51, 83
60, 86
76, 86
86, 83
96, 81
105, 83
112, 90
68, 95
69, 104
69, 112
69, 121
58, 127
64, 129
69, 131
74, 129
80, 127
36, 98
41, 94
49, 94
55, 99
48, 101
41, 101
83, 99
89, 94
96, 94
102, 98
96, 100
89, 100
48, 144
56, 141
64, 139
69, 141
75, 139
82, 141
90, 144
83, 150
75, 152
69, 153
63, 153
56, 150
52, 145
63, 144
69, 145
75, 144
87, 145
75, 145
69, 146
63, 145
