13, 79
13, 95
15, 111
19, 126
25, 141
35, 153
46, 164
59, 174
74, 177
90, 174
103, 165
115, 154
124, 142
131, 127
134, 111
137, 95
136, 79
19, 60
28, 54
40, 53
51, 55
62, 59
89, 59
100, 55
112, 53
124, 54
132, 61
76, 75
76, 87
76, 99
76, 112
62, 117
69, 119
75, 122
82, 120
89, 118
31, 76
38, 71
48, 71
56, 78
47, 80
38, 79
94, 78
102, 71
112, 71
120, 77
113, 80
103, 80
44, 134
55, 131
67, 130
75, 132
83, 130
95, 132
106, 134
95, 148
83, 154
74, 155
65, 154
54, 147
48, 135
67, 136
75, 138
83, 137
101, 136
83, 144
75, 145
66, 144
