23, 88
24, 102
26, 115
28, 128
33, 140
40, 152
49, 161
60, 169
74, 171
87, 169
98, 161
108, 151
115, 139
119, 127
121, 113
123, 99
123, 85
29, 75
35, 69
44, 67
53, 69
61, 72
80, 71
88, 67
97, 65
106, 66
113, 71
71, 82
71, 93
71, 103
71, 114
62, 119
67, 121
72, 123
77, 120
82, 118
39, 86
45, 82
52, 81
58, 87
52, 88
45, 88
85, 86
91, 80
98, 80
104, 83
99, 86
92, 86
51, 135
59, 133
67, 131
73, 132
78, 130
86, 131
94, 134
87, 141
79, 145
73, 146
67, 146
59, 142
55, 136
67, 137
73, 137
78, 136
90, 135
79, 137
73, 138
67, 138
