23, 95
24, 109
27, 123
29, 136
34, 149
42, 159
53, 169
65, 176
79, 177
92, 175
104, 167
115, 157
122, 146
127, 133
129, 120
131, 106
131, 92
31, 86
38, 81
47, 79
56, 81
64, 84
85, 83
93, 79
102, 77
112, 78
120, 82
74, 94
74, 104
75, 114
75, 125
65, 130
70, 131
75, 133
80, 131
85, 129
41, 96
47, 92
55, 92
61, 97
54, 99
47, 99
89, 96
95, 91
103, 91
109, 94
104, 97
96, 97
56, 145
64, 143
71, 142
76, 144
81, 142
88, 143
97, 144
89, 151
82, 154
76, 155
71, 155
64, 152
60, 146
71, 147
76, 147
81, 146
93, 145
81, 147
76, 148
71, 147
