20, 129
21, 162
25, 195
31, 228
41, 260
59, 290
83, 316
112, 336
147, 342
183, 337
214, 319
241, 295
260, 265
272, 233
279, 200
283, 166
283, 131
47, 104
63, 89
86, 83
111, 85
134, 94
169, 94
192, 85
216, 82
239, 88
256, 104
151, 117
151, 138
151, 159
151, 181
127, 200
139, 204
152, 208
164, 205
176, 200
73, 124
87, 116
104, 116
119, 126
103, 130
86, 130
184, 126
199, 116
215, 116
229, 125
216, 130
200, 130
103, 248
121, 237
139, 232
152, 236
164, 233
181, 239
199, 249
181, 264
163, 271
150, 272
136, 271
120, 263
111, 249
138, 244
151, 245
164, 244
191, 250
163, 253
150, 255
137, 253
